X,Y,E
388.302,5.69793,0.0893794
390.244,5.23656,0.0858392
392.195,4.83719,0.0825578
394.156,4.61321,0.0807821
396.127,4.62891,0.0810706
398.107,4.62621,0.081181
400.098,4.77444,0.0825895
402.098,4.88408,0.0836781
404.109,4.58197,0.0811913
406.129,4.19907,0.0778509
408.16,3.86198,0.0747652
410.201,3.67784,0.073181
412.252,3.7201,0.0737403
414.313,3.78905,0.0745483
416.384,3.88496,0.0756313
418.466,4.31466,0.0798721
420.559,4.54232,0.0821351
422.662,4.55379,0.082353
424.775,4.7288,0.0840939
426.899,4.74308,0.0843335
429.033,4.81115,0.0851581
431.178,4.84924,0.0855645
433.334,4.75914,0.084872
435.501,4.68664,0.0844886
437.678,4.44404,0.0824434
439.867,4.27001,0.0809798
442.066,4.02108,0.0787852
444.276,3.90493,0.0777963
446.498,3.7386,0.0761999
448.73,3.70358,0.0760495
450.974,3.63538,0.0755178
453.229,3.72299,0.0766394
455.495,3.91331,0.0787145
457.773,4.00799,0.0798354
460.061,3.96305,0.0795377
462.362,3.82082,0.0782854
464.673,3.95945,0.0798316
466.997,3.75508,0.0779133
469.332,3.83609,0.0789016
471.679,3.86864,0.0793507
474.037,3.80434,0.0789149
476.407,3.56572,0.0766078
478.789,3.45409,0.0754849
481.183,3.37887,0.0748473
483.589,3.24095,0.0735281
486.007,3.22731,0.0735965
488.437,3.33447,0.0749294
490.879,3.3478,0.0752846
493.334,3.25904,0.0745077
495.8,3.25909,0.0746834
498.279,3.11308,0.0731258
500.771,3.10846,0.0732723
503.274,3.0951,0.0732757
505.791,3.1508,0.0740933
508.32,3.03878,0.0729494
510.861,3.09206,0.0737929
513.416,2.99076,0.0727634
515.983,3.03676,0.0734323
518.563,2.92044,0.0722268
521.155,2.82121,0.0711231
523.761,2.76888,0.0706507
526.38,2.86245,0.0720165
529.012,3.00645,0.0740559
531.657,2.9947,0.0740545
534.315,2.98247,0.0741131
536.987,3.10136,0.07576
539.672,3.16979,0.0768775
542.37,3.4236,0.0800267
545.082,3.79445,0.0845055
547.807,4.20435,0.0891971
550.546,4.09359,0.088102
553.299,3.50826,0.0818056
556.066,3.2308,0.0787783
558.846,2.91256,0.0749659
561.64,2.94357,0.0756204
564.448,2.82511,0.074284
567.271,2.67904,0.07256
570.107,2.89544,0.0756653
572.958,3.01365,0.0774891
575.822,2.92423,0.0765367
578.702,2.88031,0.076105
581.595,3.01748,0.0781181
584.503,2.82853,0.0758575
587.426,2.91911,0.0772104
590.363,2.86632,0.0766935
593.314,2.69176,0.0746213
596.281,2.73257,0.0754933
599.262,2.72735,0.0756459
602.259,2.62206,0.074363
605.27,2.58189,0.0740164
608.296,2.47336,0.0725812
611.338,2.65544,0.075425
614.395,2.56693,0.0743861
617.467,2.57441,0.0746916
620.554,2.54578,0.0745129
623.657,2.47536,0.0736942
626.775,2.41034,0.0729564
629.909,2.35771,0.0722911
633.058,2.31509,0.0720703
636.224,2.39908,0.0735259
639.405,2.33094,0.0726269
642.602,2.29519,0.0723864
645.815,2.32882,0.0730024
649.044,2.35387,0.0736714
652.289,2.38771,0.0744074
655.551,2.27719,0.0729827
658.828,2.30189,0.0734678
662.122,2.32646,0.0741576
665.433,2.30764,0.0741639
668.76,2.19771,0.0725764
672.104,2.1841,0.0725389
675.464,2.20116,0.0729385
678.842,2.20607,0.073268
682.236,2.07697,0.0713588
685.647,2.16443,0.0730812
689.075,2.11165,0.0723449
692.521,2.08129,0.0719415
695.983,1.98021,0.0704615
699.463,1.97839,0.0707018
702.961,1.97254,0.0707771
706.475,1.99911,0.07153
710.008,1.97402,0.0713171
713.558,1.90158,0.0701217
717.126,2.07903,0.0735368
720.711,1.89811,0.0704967
724.315,1.88536,0.0705103
727.936,1.90342,0.0711021
731.576,1.86241,0.0706223
735.234,1.82943,0.0700967
738.91,1.82152,0.070222
742.605,1.89729,0.0718681
746.318,1.83407,0.0708908
750.049,1.85583,0.0715617
753.8,1.86912,0.0718582
757.569,1.87014,0.0721585
761.356,1.89157,0.0727788
765.163,1.86115,0.0724634
768.989,1.80829,0.0714753
772.834,1.82321,0.0720142
776.698,1.80076,0.0719661
780.582,1.70407,0.070147
784.485,1.71956,0.0706928
788.407,1.65456,0.0695578
792.349,1.61455,0.0688813
796.311,1.67255,0.0702755
800.292,1.72588,0.0716541
804.294,1.6589,0.0705271
808.315,1.58824,0.0692048
812.357,1.59367,0.0695282
816.419,1.6637,0.0712608
820.501,1.62305,0.0705252
824.603,1.62318,0.0707894
828.726,1.54633,0.0695463
832.87,1.61187,0.0711793
837.034,1.43425,0.067198
841.219,1.55023,0.0701677
845.425,1.62519,0.0721643
849.653,1.60691,0.0718991
853.901,1.62197,0.0725177
858.17,1.54448,0.0710408
862.461,1.52193,0.0705696
866.773,1.57413,0.0719944
871.107,1.56331,0.072034
875.463,1.70842,0.075465
879.84,1.71122,0.0759275
884.239,1.74793,0.0769631
888.661,1.7901,0.0781665
893.104,1.9933,0.0826747
897.569,2.30376,0.0893527
902.057,3.20982,0.105823
906.568,4.68042,0.128159
911.1,7.75831,0.165585
915.656,11.0599,0.197975
920.234,9.77113,0.185847
924.835,4.84079,0.130702
929.46,2.33351,0.0912917
934.107,1.90222,0.0831413
938.777,2.05834,0.0866729
943.471,2.24365,0.0907187
948.189,2.50707,0.0963465
952.93,2.58718,0.0980637
957.694,2.64993,0.0995802
962.483,2.71603,0.101105
967.295,3.03606,0.107362
972.132,3.00331,0.106962
976.992,2.60779,0.0998362
981.877,2.06687,0.0893809
986.787,2.17151,0.0917682
991.72,2.63674,0.101836
996.679,3.07501,0.110412
1001.66,3.99878,0.1263
1006.67,5.15328,0.143889
1011.7,5.42415,0.147723
1016.76,4.68109,0.137443
1021.85,4.00417,0.127772
1026.96,3.78847,0.124726
1032.09,3.06284,0.112506
1037.25,2.56178,0.103236
1042.44,2.7529,0.107533
1047.65,2.99818,0.11269
1052.89,3.19059,0.116532
1058.15,3.17387,0.116682
1063.44,3.04343,0.114731
1068.76,2.69494,0.10832
1074.1,2.59114,0.106474
1079.47,2.69344,0.108754
1084.87,2.67956,0.109106
1090.3,2.86732,0.113153
1095.75,3.05796,0.117101
1101.23,3.04918,0.117525
1106.73,3.20274,0.12084
1112.27,2.96111,0.116292
1117.83,2.93869,0.116481
1123.42,2.64423,0.111186
1129.03,2.60433,0.110831
1134.68,2.7033,0.113312
1140.35,2.56308,0.110482
1146.05,2.42726,0.10777
1151.78,2.40487,0.108064
1157.54,2.49992,0.110536
1163.33,2.27941,0.105546
1169.15,2.37149,0.108286
1174.99,2.4558,0.11055
1180.87,2.2132,0.105374
1186.77,2.30193,0.108058
1192.71,2.43132,0.111073
1198.67,2.5545,0.114252
1204.66,2.68388,0.117662
1210.69,3.06921,0.126137
1216.74,3.05868,0.126789
1222.82,2.8891,0.12343
1228.94,2.51946,0.115592
1235.08,2.3602,0.112506
1241.26,2.67721,0.11994
1247.46,3.09304,0.129482
1253.7,3.97523,0.147348
1259.97,4.92233,0.164416
1266.27,4.26188,0.152998
1272.6,2.86191,0.125515
1278.96,2.333,0.114362
1285.36,2.50039,0.118695
1291.79,2.66827,0.122943
1298.24,2.66027,0.123155
1304.74,2.59766,0.122314
1311.26,2.60548,0.122702
1317.82,2.40643,0.118497
1324.41,2.67268,0.125285
1331.03,2.62528,0.12471
1337.68,2.58036,0.124374
1344.37,3.06771,0.135757
1351.09,3.38978,0.14332
1357.85,3.29501,0.141744
1364.64,3.1201,0.138169
1371.46,2.84006,0.132239
1378.32,2.46738,0.124042
1385.21,2.55105,0.126426
1392.14,2.8401,0.133811
1399.1,2.77742,0.133256
1406.09,2.73849,0.132442
1413.12,3.08884,0.141298
1420.19,3.57225,0.15262
1427.29,3.47737,0.150668
1434.43,3.29195,0.147577
1441.6,3.26449,0.147638
1448.81,4.2507,0.169091
1456.05,5.09799,0.185732
1463.33,4.76354,0.179911
1470.65,3.70278,0.158726
1478,3.19884,0.148199
1485.39,3.23591,0.150074
1492.82,3.11733,0.14761
1500.28,3.31775,0.153112
1507.78,3.56948,0.15947
1515.32,3.76773,0.164215
1522.9,3.65613,0.162066
1530.51,3.68623,0.163372
1538.16,4.17301,0.174945
1545.86,4.57321,0.183757
1553.58,4.91497,0.190648
1561.35,4.82976,0.189816
1569.16,4.88104,0.191925
1577,4.72098,0.189154
1584.89,4.51275,0.185287
1592.81,4.72551,0.190614
1600.78,4.1178,0.178478
1608.78,3.97155,0.176355
1616.83,4.09062,0.179779
1624.91,4.07327,0.179795
1633.03,3.96151,0.177925
1641.2,4.2383,0.184974
1649.41,4.38353,0.188516
1657.65,4.57464,0.193089
1665.94,4.26652,0.187609
1674.27,4.20345,0.186693
1682.64,4.5042,0.194463
1691.06,4.2697,0.189291
1699.51,4.10922,0.187067
1708.01,4.10068,0.187507
1716.55,4.09025,0.187434
1725.13,4.35081,0.194306
1733.76,4.3376,0.19467
1742.43,4.20007,0.191861
1751.14,4.48773,0.198956
1759.89,4.34057,0.19614
1768.69,3.99666,0.188209
1777.54,3.78533,0.183914
1786.42,3.88907,0.18752
1795.36,3.72083,0.183898
1804.33,4.0115,0.191345
1813.35,3.95941,0.191355
1822.42,3.98621,0.192846
1831.53,4.2248,0.198735
1840.69,4.29848,0.200811
1849.89,3.8992,0.192746
1859.14,3.79357,0.190256
1868.44,3.96845,0.195013
1877.78,3.55033,0.184746
1887.17,4.00007,0.197152
1896.61,3.85208,0.193822
1906.09,3.84767,0.194293
1915.62,3.74839,0.192299
1925.2,3.85569,0.195617
1934.82,4.00664,0.200369
1944.5,4.00703,0.20118
1954.22,3.92164,0.19919
1963.99,3.82164,0.197918
1973.81,3.63934,0.193334
1983.68,3.48892,0.189412
1993.6,3.48812,0.190473
2003.57,3.50923,0.191604
2013.59,3.38106,0.188176
2023.65,3.35475,0.187786
2033.77,3.41281,0.190639
2043.94,3.25305,0.18667
2054.16,3.12158,0.184214
2064.43,3.28718,0.189007
2074.75,3.21634,0.187833
2085.13,3.12966,0.185697
2095.55,3.07399,0.184537
2106.03,3.26274,0.190342
2116.56,2.98779,0.183304
2127.14,2.80615,0.178266
2137.78,2.87449,0.180596
2148.47,3.03865,0.186182
2159.21,3.14559,0.190293
2170.01,3.16689,0.190949
2180.86,3.09363,0.189722
2191.76,2.96337,0.187235
2202.72,2.90126,0.185268
2213.73,2.72228,0.179731
2224.8,2.84514,0.183941
2235.93,2.94575,0.187641
2247.11,2.91951,0.187044
2258.34,3.01957,0.191246
2269.63,3.08417,0.194806
2280.98,2.97124,0.190643
2292.39,2.69809,0.182429
2303.85,2.78055,0.186904
2315.37,2.59278,0.180915
2326.94,2.83496,0.18858
2338.58,2.88,0.190311
2350.27,2.85582,0.190378
2362.02,2.72112,0.186314
2373.83,2.88634,0.193725
2385.7,2.90059,0.194054
2397.63,2.90507,0.194377
2409.62,2.9004,0.194123
2421.67,2.82623,0.192627
2433.77,2.65106,0.187587
2445.94,2.86736,0.196024
2458.17,2.90832,0.198028
2470.46,2.95889,0.200765
2482.82,3.10632,0.206874
2495.23,3.07103,0.205463
2507.71,2.88998,0.200287
2520.25,2.63238,0.19143
2532.85,2.45629,0.184476
2545.51,2.62585,0.191287
2558.24,2.84589,0.199327
2571.03,2.72715,0.196498
2583.88,2.90671,0.204498
2596.8,2.88021,0.202437
2609.79,2.63806,0.194282
2622.84,2.89525,0.204379
2635.95,2.82021,0.202117
2649.13,2.8074,0.202423
2662.38,2.89496,0.206421
2675.69,2.58485,0.194808
2689.07,2.6257,0.197531
2702.51,2.72618,0.20197
2716.02,2.65746,0.200692
2729.61,2.51757,0.196084
2743.25,2.6016,0.199371
2756.97,2.68041,0.20291
2770.75,2.90786,0.211098
2784.61,2.66825,0.202914
2798.53,2.5675,0.19978
2812.52,2.695,0.205508
2826.59,2.54814,0.19991
2840.72,2.49476,0.197545
2854.92,2.59254,0.20291
2869.2,2.4964,0.199218
2883.54,2.91511,0.215871
2897.96,2.77202,0.211648
2912.45,2.7549,0.211791
2927.01,2.76292,0.212654
2941.65,2.7422,0.211803
2956.36,2.69287,0.210691
2971.14,2.79779,0.215745
2985.99,2.65988,0.210459
3000.92,2.85524,0.217751
3015.93,2.88516,0.220453
3031.01,2.79346,0.218174
3046.16,3.05226,0.22828
3061.39,3.05203,0.229274
3076.7,3.06586,0.22976
3092.08,3.42717,0.244499
3107.54,3.36099,0.243582
3123.08,3.46927,0.246716
3138.7,3.38604,0.244201
3154.39,3.47059,0.248707
3170.16,3.4032,0.245741
3186.01,3.61518,0.254114
3201.94,3.50558,0.251716
3217.95,3.49551,0.250448
3234.04,3.46833,0.249896
3250.21,3.65862,0.25798
3266.47,3.94875,0.269913
3282.8,3.69191,0.259791
3299.21,3.50254,0.254175
3315.71,3.89488,0.270139
3332.29,3.70494,0.264007
3348.95,3.26144,0.2478
3365.69,3.3994,0.254284
3382.52,3.59426,0.262559
3399.43,3.5185,0.260861
3416.43,3.3585,0.25469
3433.51,3.33059,0.254027
3450.68,3.13346,0.247308
3467.93,3.30967,0.257103
3485.27,3.52576,0.264714
3502.7,3.42005,0.260209
3520.21,3.02924,0.245733
3537.81,3.16169,0.251739
3555.5,3.33339,0.25969
3573.28,3.28911,0.258751
3591.15,3.11485,0.252526
3609.1,3.03089,0.250075
3627.15,3.014,0.250163
3645.28,3.1598,0.256969
3663.51,3.19607,0.257686
3681.83,3.18853,0.25828
3700.24,2.85708,0.246889
3718.74,2.86708,0.247215
3737.33,2.98012,0.253143
3756.02,3.20339,0.26522
3774.8,3.04615,0.25763
3793.67,2.99748,0.256978
3812.64,2.81827,0.249628
3831.7,2.8387,0.251644
3850.86,2.55173,0.238343
3870.12,2.49503,0.236055
3889.47,2.61967,0.242492
3908.92,2.59602,0.242324
3928.46,2.9597,0.260872
3948.1,2.61504,0.245654
3967.84,2.9167,0.262032
3987.68,2.80697,0.25644
4007.62,2.99775,0.266305
4027.66,2.64094,0.249632
4047.8,2.53177,0.245192
4068.04,2.56038,0.247617
4088.38,2.74617,0.258826
4108.82,2.88915,0.261848
4129.36,2.8263,0.260055
4150.01,2.8352,0.2617
4170.76,2.49805,0.246525
4191.61,2.85175,0.264978
4212.57,2.77846,0.262974
4233.63,2.83033,0.268241
4254.8,2.4538,0.246961
4276.08,2.7338,0.260799
4297.46,2.57302,0.255846
4318.94,2.1716,0.234527
4340.54,2.49567,0.253057
4362.24,2.52423,0.254495
4384.05,2.84751,0.27372
4405.97,2.68448,0.266033
4428,2.46871,0.254671
4450.14,2.58633,0.260212
4472.39,2.46589,0.255217
4494.75,2.3776,0.251426
4517.23,2.53766,0.260864
4539.81,2.46258,0.257774
4562.51,2.63146,0.265996
4585.33,2.81028,0.274949
4608.25,2.85134,0.280005
4631.29,2.73984,0.275628
4654.45,2.45348,0.259209
4677.72,2.82033,0.279539
4701.11,2.73763,0.277281
4724.62,2.69314,0.276281
4748.24,2.48556,0.265453
4771.98,3.14999,0.300907
4795.84,2.73243,0.280344
4819.82,2.74667,0.281351
4843.92,2.54802,0.271102
4868.14,2.28745,0.257565
4892.48,2.27017,0.257948
4916.94,2.31506,0.261682
4941.53,2.15651,0.252821
4966.23,2.17215,0.252325
4991.07,2.00704,0.242364
5016.02,2.52276,0.275718
5041.1,2.90348,0.29638
5066.31,2.71706,0.287523
5091.64,2.63201,0.283678
5117.1,2.60099,0.281051
5142.68,2.70381,0.285865
5168.4,2.83858,0.294569
5194.24,2.62435,0.284679
5220.21,2.38553,0.274436
5246.31,2.35183,0.272105
5272.54,2.24226,0.266226
5298.9,2.29181,0.267885
5325.4,2.06593,0.255233
5352.03,2.28901,0.270117
5378.79,2.6034,0.290148
5405.68,2.41969,0.280308
5432.71,2.42873,0.280438
5459.87,2.6139,0.291027
5487.17,2.41845,0.283168
5514.61,2.34949,0.279281
5542.18,2.49209,0.28846
5569.89,2.56333,0.293601
5597.74,2.21636,0.272157
5625.73,2.03489,0.259498
5653.86,2.28895,0.276348
5682.13,2.18666,0.269738
5710.54,2.23619,0.273674
5739.09,2.2127,0.274142
5767.79,2.11909,0.270014
5796.62,2.20007,0.275334
5825.61,2.15767,0.271789
5854.74,2.19147,0.274669
5884.01,2.17045,0.276175
5913.43,2.42583,0.291559
5943,2.5983,0.301055
5972.71,2.49891,0.295951
6002.57,2.25,0.280997
6032.59,2.08563,0.272897
6062.75,2.31128,0.288275
6093.06,2.37328,0.29278
6123.53,2.21384,0.282788
6154.15,2.05796,0.271773
6184.92,2.42927,0.299627
6215.84,2.6663,0.314246
6246.92,2.76849,0.321067
6278.16,2.83005,0.325136
6309.55,2.57455,0.30936
6341.09,2.51381,0.305881
6372.8,2.46699,0.301518
6404.66,2.4127,0.299004
6436.69,2.34501,0.296595
6468.87,2.12884,0.283329
6501.22,2.73356,0.319727
6533.72,2.60167,0.315979
6566.39,2.49887,0.310483
6599.22,2.27302,0.294954
6632.22,2.39542,0.302847
6665.38,2.13008,0.288568
6698.71,2.22086,0.295139
6732.2,2.263,0.298059
6765.86,2.15711,0.291291
6799.69,2.05766,0.285148
6833.69,2.22128,0.296793
6867.86,2.24934,0.297836
6902.2,2.12979,0.289565
6936.71,2.18739,0.295252
6971.39,1.94775,0.280989
7006.25,1.88818,0.276379
7041.28,1.86263,0.274312
7076.49,1.87558,0.275782
7111.87,2.21609,0.302502
7147.43,2.20645,0.304918
7183.16,2.29459,0.3115
7219.08,2.63542,0.331612
7255.18,2.38588,0.312133
7291.45,2.20816,0.303901
7327.91,2.23766,0.308417
7364.55,2.26552,0.310311
7401.37,2.20703,0.308112
7438.38,2.09371,0.299915
7475.57,1.99863,0.292208
7512.95,2.00005,0.292308
7550.51,2.28309,0.314894
7588.26,2.25598,0.311413
7626.21,2.12212,0.300734
7664.34,2.52002,0.332378
7702.66,2.61863,0.338258
7741.17,2.4974,0.330502
7779.88,2.21032,0.310898
7818.78,2.42284,0.330213
7857.87,2.07416,0.305022
7897.16,1.95076,0.295082
7936.65,2.26185,0.318119
7976.33,1.92688,0.296007
8016.21,2.01645,0.302974
8050.87,2.14094,0.365432
1
-20.1034,0.046226,0.0207111
-19.9824,0.0366102,0.0183195
-19.8614,0.027424,0.0158462
-19.7404,0.0363015,0.0181629
-19.6194,0.0571543,0.0234252
-19.4985,0.0562472,0.0230025
-19.3775,0.0677699,0.0256769
-19.2565,0.0571165,0.0233678
-19.1355,0.0370634,0.0185498
-19.0145,0.0377975,0.0189282
-18.8935,0.038457,0.0192506
-18.7726,0.0651942,0.0246631
-18.6516,0.0369996,0.0192669
-18.5306,0.0683633,0.0253412
-18.4096,0.0558018,0.0228183
-18.2886,0.0572109,0.0234165
-18.1676,0.0872933,0.0291724
-18.0467,0.0300343,0.0173565
-17.9257,0.0672253,0.0254429
-17.8047,0.0673341,0.0255105
-17.6837,0.0846774,0.0282566
-17.5627,0.10769,0.0325258
-17.4417,0.0390644,0.0195653
-17.3208,0.146922,0.0380133
-17.1998,0.128594,0.0357473
-17.0788,0.105831,0.0322216
-16.9578,0.154185,0.0383825
-16.8368,0.0501618,0.0224552
-16.7158,0.208212,0.045481
-16.5949,0.201082,0.0451303
-16.4739,0.132553,0.0362816
-16.3529,0.134869,0.0366753
-16.2319,0.210628,0.0461173
-16.1109,0.141578,0.0380989
-15.9899,0.172896,0.0418874
-15.869,0.141992,0.0378458
-15.748,0.180139,0.042678
-15.627,0.220688,0.0472102
-15.506,0.15735,0.0399315
-15.385,0.215945,0.0474611
-15.264,0.245395,0.0497897
-15.1431,0.314049,0.0566975
-15.0221,0.355392,0.060671
-14.9011,0.260337,0.0522152
-14.7801,0.284641,0.0548833
-14.6591,0.348526,0.0602532
-14.5381,0.368093,0.0619233
-14.4172,0.344405,0.0593102
-14.2962,0.494793,0.0717204
-14.1752,0.434836,0.0677959
-14.0542,0.475328,0.0703417
-13.9332,0.491721,0.0716881
-13.8122,0.463249,0.0699034
-13.6913,0.802974,0.0926047
-13.5703,0.572651,0.0782295
-13.4493,0.650988,0.0828627
-13.3283,0.730325,0.0875922
-13.2073,0.793113,0.0912138
-13.0863,0.671858,0.083682
-12.9654,0.64649,0.0829872
-12.8444,0.874266,0.0960692
-12.7234,0.849795,0.0943844
-12.6024,0.889316,0.0968927
-12.4814,0.962745,0.100739
-12.3604,0.851967,0.0950074
-12.2395,1.08692,0.107018
-12.1185,1.16549,0.111013
-11.9975,0.993725,0.102639
-11.8765,1.04956,0.105563
-11.7555,1.12274,0.10938
-11.6345,1.16347,0.110919
-11.5136,1.29382,0.117315
-11.3926,1.22388,0.113621
-11.2716,1.37066,0.120388
-11.1506,1.34931,0.119266
-11.0296,1.55935,0.128387
-10.9086,1.47056,0.125132
-10.7877,1.63953,0.131705
-10.6667,1.52797,0.127007
-10.5457,1.6791,0.133433
-10.4247,1.69606,0.134265
-10.3037,1.67433,0.133077
-10.1828,1.80955,0.138017
-10.0618,1.73546,0.135391
-9.94078,1.74877,0.136101
-9.8198,1.90025,0.14156
-9.69882,2.15798,0.151514
-9.57783,1.54193,0.127504
-9.45685,1.94469,0.143863
-9.33587,2.30849,0.156634
-9.21488,2.20256,0.152873
-9.0939,2.53141,0.163855
-8.97292,2.23871,0.153807
-8.85194,2.35068,0.158319
-8.73095,2.58891,0.165841
-8.60997,2.28392,0.155984
-8.48899,2.34848,0.158442
-8.368,2.47684,0.161873
-8.24702,2.41755,0.160542
-8.12604,2.88641,0.175614
-8.00505,2.62002,0.16694
-7.88407,2.84683,0.174077
-7.76309,2.80272,0.172624
-7.6421,2.974,0.178034
-7.52112,3.08187,0.181394
-7.40014,2.94662,0.177406
-7.27915,2.8587,0.174606
-7.15817,3.40882,0.191153
-7.03719,3.22923,0.185848
-6.9162,3.43493,0.191552
-6.79522,3.56093,0.195185
-6.67424,3.68594,0.198556
-6.55326,4.2811,0.214278
-6.43227,3.68547,0.198901
-6.31129,3.74336,0.200246
-6.19031,4.01256,0.207264
-6.06932,4.29702,0.214549
-5.94834,4.2719,0.214382
-5.82736,4.15598,0.210992
-5.70637,4.30626,0.214564
-5.58539,4.67239,0.223687
-5.46441,4.74201,0.225804
-5.34342,5.3333,0.239244
-5.22244,4.77998,0.226221
-5.10146,5.22965,0.237542
-4.98047,5.5119,0.243131
-4.85949,5.7381,0.247953
-4.73851,5.77187,0.248268
-4.61752,5.78265,0.248731
-4.49654,6.49956,0.263192
-4.37556,7.3001,0.278601
-4.25457,7.91031,0.289713
-4.13359,8.92086,0.307572
-4.01261,10.5079,0.334167
-3.89163,13.4834,0.378006
-3.77064,16.3559,0.41623
-3.64966,22.7303,0.490396
-3.52868,27.224,0.538013
-3.40769,34.6386,0.607208
-3.28671,42.4635,0.672494
-3.16573,49.4187,0.727509
-3.04474,58.6917,0.791477
-2.92376,68.4434,0.854702
-2.80278,77.4786,0.909764
-2.68179,90.4778,0.984975
-2.56081,105.588,1.06487
-2.43983,120.999,1.13834
-2.31884,139.327,1.22346
-2.19786,167.107,1.338
-2.07688,195.689,1.44919
-1.95589,237.28,1.59881
-1.83491,280.167,1.73998
-1.71393,338.452,1.91902
-1.59295,400.1,2.0909
-1.47196,466.505,2.26555
-1.35098,550.141,2.46953
-1.23,637.734,2.66715
-1.10901,733.903,2.87087
-0.988029,832.301,3.07154
-0.867046,938.679,3.26881
-0.746063,1041.05,3.45711
-0.62508,1128.12,3.61043
-0.504097,1199.45,3.73082
-0.383113,1253.29,3.8251
-0.26213,1276.46,3.86965
-0.141147,1273.6,3.86948
-0.0201639,1234.35,3.81439
0.100819,1163.75,3.7004
0.221802,1085.82,3.57237
0.342786,975.378,3.37963
0.463769,845.354,3.13772
0.584752,709.535,2.86725
0.705735,575.265,2.57627
0.826718,439.866,2.24409
0.947701,325.4,1.92303
1.06868,226.964,1.60239
1.18967,153.623,1.31487
1.31065,102.792,1.07442
1.43163,67.34,0.868063
1.55262,46.9491,0.724123
1.6736,37.2031,0.644211
1.79458,32.3125,0.60284
1.91557,32.3301,0.605374
2.03655,33.782,0.621699
2.15753,35.8343,0.641626
2.27852,36.0196,0.64634
2.3995,38.317,0.669393
2.52048,39.2803,0.6793
2.64147,39.9129,0.68567
2.76245,40.7351,0.69398
2.88343,41.3215,0.698787
3.00442,39.9994,0.687715
3.1254,40.0888,0.688932
3.24638,40.1198,0.690102
3.36736,37.8411,0.667468
3.48835,35.4997,0.646312
3.60933,33.5638,0.626788
3.73031,32.3515,0.616453
3.8513,29.6811,0.588936
3.97228,27.1122,0.560288
4.09326,23.7069,0.523762
4.21425,21.7289,0.500287
4.33523,19.106,0.468141
4.45621,17.0256,0.441297
4.5772,15.461,0.420614
4.69818,13.2324,0.388452
4.81916,12.8923,0.383243
4.94015,11.7026,0.365413
5.06113,11.4647,0.361928
5.18211,10.0073,0.337774
5.3031,9.46486,0.32886
5.42408,9.06786,0.32234
5.54506,8.6038,0.314333
5.66605,8.39826,0.310446
5.78703,8.07514,0.304513
5.90801,7.34814,0.290916
6.02899,7.26368,0.289206
6.14998,7.03007,0.284928
6.27096,6.33227,0.270257
6.39194,6.81572,0.280578
6.51293,6.62599,0.277117
6.63391,5.87104,0.260592
6.75489,6.18709,0.267427
6.87588,5.60216,0.254988
6.99686,5.79546,0.25944
7.11784,5.57356,0.254633
7.23883,4.99091,0.241165
7.35981,5.52967,0.253894
7.48079,4.86404,0.238333
7.60178,4.53597,0.230381
7.72276,4.97447,0.241106
7.84374,4.68117,0.234181
7.96473,4.52879,0.230495
8.08571,4.07314,0.218705
8.20669,4.47575,0.229707
8.32767,4.34784,0.226337
8.44866,3.95328,0.216024
8.56964,3.82115,0.213042
8.69062,3.60986,0.206897
8.81161,3.07853,0.191518
8.93259,3.38105,0.200483
9.05357,3.1378,0.19384
9.17456,3.13046,0.19341
9.29554,2.78818,0.182627
9.41652,2.78726,0.183115
9.53751,2.65984,0.178799
9.65849,2.65459,0.178881
9.77947,2.34968,0.168315
9.90046,2.46474,0.17248
10.0214,2.68197,0.179915
10.1424,2.6242,0.178513
10.2634,1.96643,0.154524
10.3844,1.97466,0.154943
10.5054,2.05299,0.157938
10.6264,1.92408,0.153328
10.7473,1.76613,0.146576
10.8683,1.70536,0.144616
10.9893,1.84101,0.150377
11.1103,1.77921,0.147663
11.2313,1.6698,0.143094
11.3523,1.58472,0.139559
11.4732,1.62114,0.141303
11.5942,1.63965,0.142135
11.7152,1.54489,0.137944
11.8362,1.66823,0.143523
11.9572,1.48256,0.135186
12.0782,1.156,0.119629
12.1991,1.45526,0.13454
12.3201,1.36327,0.130355
12.4411,1.42627,0.133342
12.5621,1.53814,0.13868
12.6831,1.33548,0.129127
12.8041,1.21843,0.123384
12.925,1.19439,0.122274
13.046,1.25723,0.125633
13.167,1.49666,0.137203
13.288,1.19786,0.122583
13.409,1.1378,0.119652
13.53,0.978886,0.111444
13.6509,1.18964,0.122369
13.7719,1.01509,0.113111
13.8929,1.04384,0.114816
14.0139,1.22244,0.124455
14.1349,1.16634,0.121696
14.2559,1.00753,0.113028
14.3768,1.04084,0.115313
14.4978,1.00274,0.113053
14.6188,1.20036,0.123839
14.7398,1.20513,0.124014
14.8608,1.02791,0.114661
14.9817,0.962065,0.111136
15.1027,0.953324,0.110671
15.2237,0.954507,0.110554
15.3447,0.925277,0.109311
15.4657,0.852763,0.104953
15.5867,1.06014,0.116957
15.7076,0.835298,0.103522
15.8286,1.04894,0.116813
15.9496,0.728904,0.0968667
16.0706,1.07491,0.11805
16.1916,0.86553,0.106036
16.3126,0.837162,0.104524
16.4335,0.925533,0.109911
16.5545,0.944902,0.110874
16.6755,0.826718,0.103753
16.7965,0.895549,0.108271
16.9175,0.811989,0.103025
17.0385,0.964082,0.112097
17.1594,0.912957,0.109614
17.2804,0.976284,0.113537
17.4014,0.948735,0.111801
17.5224,0.942348,0.111472
17.6434,0.920059,0.110118
